#####################################################################
# Alchemist log file - simulation started at: 2025-02-12T11:26+0000 #
#####################################################################
#
# seed = 1.0, nodes = 5.0, isBaseline = true, deploymentStrategy = optimal, pueApplication = 1.2, pueInfrastructural = 1.3, availableHwApplication = 8, availableHwInfrastructural = 20
#
# The columns have the following meaning: 
# time Carbon[min] Carbon[max] Carbon[mean] Carbon[variance] Energy[min] Energy[max] Energy[mean] Energy[variance] InterLatency[min] InterLatency[max] InterLatency[mean] InterLatency[variance] IntraLatency[min] IntraLatency[max] IntraLatency[mean] IntraLatency[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.005100172262430978 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.0051001722624293 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.1239246461363148 0.17142113462266703 0.1410572603216496 3.184616865352847E-4 21.846554135596413 141.27549258910773 75.25608495734348 2670.698345338572 0.0 117.79452267969467 44.704908221926964 3765.4355687195048
2.0051001722624258 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.1239246461363148 0.17142113462266703 0.1410572603216496 3.184616865352847E-4 94.81935646156543 152.08027001062968 115.55805594745668 812.8824867150697 0.0 118.72392993680587 71.58670351547312 3478.7662122948977
3.005100172262422 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.10535939362575104 0.16546230036095497 0.12539562568701024 8.028432078165555E-4 93.96501701349217 150.28645761315113 114.96461165563234 811.7686717668071 0.0 116.85950093686492 70.4613898214974 3400.5413149334445
4.005100172262419 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.10535939362575104 0.16546230036095497 0.12539562568701024 8.028432078165555E-4 93.61624294904666 145.78416059204 114.2025435574246 769.9268767270553 0.0 115.45769287979863 68.6102232633274 3432.285788749292
5.0051001722624155 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.13515172218340227 0.19747973233385513 0.15104973250273757 6.798064360701155E-4 94.99680854361146 149.4205618094084 116.39395401801004 801.5926038011403 0.0 116.60916706165067 69.68799344438006 3451.262742893689
6.005100172262412 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.13515172218340227 0.19747973233385513 0.15104973250273757 6.798064360701155E-4 95.78793818006389 148.45861049772503 115.53367195262062 727.5804592015245 0.0 118.43356757021634 69.67725245393933 3483.7867596393444
7.005100172262408 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.10838261232542029 0.26190001863142925 0.15207170109403853 0.004559890427544995 95.18657916468553 151.8612237616404 116.61574368078189 835.252223213254 0.0 118.56953550888454 70.87087506338038 3339.958176765066
8.005100172262406 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.10838261232542029 0.26190001863142925 0.15207170109403853 0.004559890427544995 96.76570354349681 153.02097759842695 117.93478080963672 806.4712439425987 0.0 121.74280940296212 72.08178122240032 3346.7088219327343
9.005100172262402 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.1413079293490226 0.2620635205186707 0.1664432569903433 0.0028618015061221054 97.26338420895269 155.94224287083398 118.73185716273117 844.8963618085176 0.0 122.1354908235505 72.89718158020874 3249.675161418495
10.005100172262399 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.1413079293490226 0.2620635205186707 0.1664432569903433 0.0028618015061221054 96.76978327141308 153.5210827527648 117.70524785407146 809.8812299397224 0.0 119.4255862882662 71.79810991091887 3227.5068692121076
11.005100172262395 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.11709433628244936 0.19521383024091524 0.13541076204203686 0.0011516101525288346 95.80737691676279 150.8986391038158 116.33118069331107 775.8040498210793 0.0 117.20695248693521 71.07281936138904 3150.475039583999
12.005100172262392 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.11709433628244936 0.19521383024091524 0.13541076204203686 0.0011516101525288346 95.09287598567786 146.7139447305078 115.12146974190735 744.8257457145702 0.0 115.67027623801323 70.5023943980911 3142.2771278390846
13.005100172262388 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.1396317636937147 0.24568811313436367 0.1729152826373242 0.002338116505441812 95.21295084080194 144.22480744685393 114.50040808999789 693.9197264234565 0.0 115.7688918164553 70.14123484019323 3158.322936890342
14.005100172262384 0.13 0.23999999999999996 0.174 0.0036299999999999974 0.1396317636937147 0.24568811313436367 0.1729152826373242 0.002338116505441812 96.07975185153296 149.1111947964612 116.55998887115274 764.7912470915951 0.0 116.46128684718485 71.27950062302054 3085.1971327436204
